Training Chroms:  ['chr5', 'chr6', 'chr7', 'chr9', 'chr11', 'chr12', 'chr13', 'chr14', 'chr15', 'chr16', 'chr17', 'chr18', 'chr19', 'chr20', 'chr21', 'chr22', 'chrX']
Vaidation Chroms:  ['chr2', 'chr3', 'chr4'] 


32674 peaks and 33597 negatives extracted.
Sampling ratios are 1:0.0973 peaks:negatives after accounting for # examples in each.


Training Set Size:  66271
Validation Set Size:  8785 

Warning: BPNet and ChromBPNet models trained using bpnet-lite may underperform those trained using the official repositories. See the GitHub README for further documentation.
Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
5	5400	3.2041	1.1428	391.0849	0.6707	235.9281	0.27023628	0.55507517	0.8732	False
5	5500	3.2083	1.1427	367.0993	0.8957	235.8076	0.2700675	0.5629364	0.5708	True
5	5600	3.2139	1.1538	323.9015	0.7094	235.8145	0.2699621	0.5619714	0.721	False
5	5700	3.2174	1.1644	360.3796	0.894	235.9293	0.2700415	0.56914496	0.6562	False
5	5800	3.2462	1.1432	377.8705	0.5163	235.6053	0.27015206	0.56262887	1.0984	False
5	5900	3.2084	1.1454	354.764	1.1755	235.6411	0.27026832	0.5713817	1.2956	False
5	6000	3.2114	1.1735	381.847	0.7934	235.568	0.27059904	0.5582391	1.1913	False
5	6100	3.2457	1.1431	353.4145	0.8828	235.6614	0.27077758	0.572212	0.9119	False
5	6200	3.2082	1.1425	332.6176	1.0389	235.6278	0.2710212	0.57157326	0.6078	True
6	6300	1.8659	1.1437	355.8708	0.9392	235.3833	0.27111408	0.5688722	1.0004	False
6	6400	3.2108	1.1719	407.1994	0.5122	235.5807	0.27085388	0.57358396	0.769	False
6	6500	3.2363	1.1433	359.0453	0.9623	235.4862	0.27087343	0.57694584	0.7708	False
6	6600	3.2071	1.1443	446.413	0.6657	235.4863	0.27096575	0.5638528	1.029	False
6	6700	3.2156	1.1706	344.8106	0.7009	235.7727	0.2703825	0.5745486	0.6956	False
6	6800	3.2347	1.1438	355.224	0.9392	235.8505	0.27083865	0.56990767	0.6956	False
6	6900	3.2087	1.1437	331.7661	0.7773	235.6817	0.27088752	0.57127285	0.9129	False
6	7000	3.2113	1.174	345.1572	0.8034	235.3311	0.27130586	0.55932105	0.9542	False
6	7100	3.2479	1.1469	343.3298	0.7229	235.8771	0.27111733	0.56872416	1.1076	False
6	7200	3.2591	1.1522	348.2454	0.6816	235.3116	0.27121013	0.5774681	0.6559	True
7	7300	1.1261	1.1617	335.359	0.7784	235.4543	0.27142295	0.5757128	1.1151	False
7	7400	3.2252	1.143	387.1232	0.6585	235.2918	0.27180412	0.5845171	0.5506	True
7	7500	3.2154	1.1426	410.3229	0.5583	235.2788	0.27161476	0.57705384	0.651	False
7	7600	3.2309	1.1619	332.0823	0.6404	235.4469	0.27166912	0.57524455	0.7274	False
7	7700	3.2273	1.1566	329.6014	0.6427	235.4048	0.27149826	0.5823027	0.7946	False
7	7800	3.229	1.1424	382.1638	0.6452	235.2332	0.271592	0.5787922	1.1855	False
7	7900	3.2081	1.2218	365.6612	0.507	235.6007	0.27130514	0.5681875	1.1058	False
7	8000	3.2865	1.1581	331.9738	0.8954	235.2836	0.2717839	0.5806519	0.976	False
7	8100	3.2223	1.1457	357.3728	0.7467	235.0945	0.27221575	0.5726639	1.2201	False
7	8200	3.2126	1.1991	362.7928	0.7629	235.2646	0.27201045	0.5812394	0.9316	False
8	8300	0.379	1.2317	342.2095	0.9884	235.2123	0.27199286	0.5741657	1.0692	False
8	8400	3.3048	1.1467	346.4693	1.0373	235.4104	0.27215356	0.5755549	1.0268	False
8	8500	3.2112	1.1446	332.1649	0.9775	235.0206	0.27235222	0.5832951	1.0848	False
8	8600	3.2096	1.2304	343.2895	0.4977	235.227	0.27192265	0.58944684	0.9527	False
8	8700	3.2965	1.15	344.7621	0.9864	235.9789	0.27237368	0.58482075	0.8139	False
8	8800	3.2136	1.146	315.3159	0.505	235.16	0.2722258	0.5892744	0.7897	False
8	8900	3.2102	1.1504	362.4507	0.5627	235.0952	0.27228835	0.5899967	0.9223	False
8	9000	3.2176	1.1809	377.8726	0.5593	235.1835	0.27201357	0.5819466	0.8339	False
8	9100	3.2443	1.1486	356.4474	0.6802	235.2141	0.27254075	0.5891564	1.0283	False
8	9200	3.2145	1.1455	331.0684	0.7187	234.9746	0.27275747	0.5779965	1.343	False
8	9300	3.2109	1.1499	333.2767	0.9588	235.1291	0.2722133	0.5796993	0.7268	False
9	9400	1.7	1.1471	360.2147	0.6389	235.0795	0.2723652	0.5817288	0.7835	False
9	9500	3.2115	1.1573	358.5003	0.6378	234.9972	0.27260277	0.5825597	0.9914	False
9	9600	3.2216	1.1708	413.1066	1.0614	235.2577	0.27267265	0.5889839	0.5739	True
9	9700	3.2413	1.1467	379.4539	0.6382	235.2467	0.27207124	0.5732445	1.2362	False
9	9800	3.2116	1.1684	317.4117	0.7949	235.0216	0.27268222	0.58253956	0.7229	True
9	9900	3.2428	1.1723	337.7043	0.6173	234.9782	0.2728372	0.59312373	0.809	False
9	10000	3.2361	1.1451	371.5208	0.7034	234.9586	0.27312714	0.5871375	0.8776	False
9	10100	3.2096	1.144	348.2852	0.6175	235.16	0.272828	0.5834456	0.8231	False
9	10200	3.2079	1.1469	383.8221	0.626	234.998	0.27328944	0.5900986	0.9096	False
9	10300	3.2118	1.1454	324.0579	0.5019	235.0394	0.2731677	0.5838148	0.8893	False
10	10400	0.9561	1.1468	372.2202	0.6643	235.1045	0.2730091	0.5819907	0.84	False
10	10500	3.2112	1.1476	363.4107	0.6659	234.8964	0.2730909	0.5885775	0.8346	True
10	10600	3.2191	1.1449	345.5559	0.6174	234.9629	0.27267456	0.5840472	1.1338	False
10	10700	3.2097	1.1829	351.5091	0.6035	235.289	0.27297887	0.58496004	0.8271	False
10	10800	3.2469	1.1541	300.7955	0.5134	235.0273	0.27289078	0.59190786	0.8279	False
10	10900	3.2191	1.1461	360.4499	0.5316	234.9157	0.27293283	0.5823704	1.0307	False
10	11000	3.2106	1.1502	348.816	0.794	235.0305	0.27299353	0.59344804	0.9869	False
10	11100	3.216	1.1947	377.3143	0.8175	234.8375	0.27343494	0.58764917	0.8312	True
10	11200	3.2667	1.1519	367.4161	0.5255	234.8228	0.27369434	0.586168	1.0556	False
10	11300	3.2166	1.1472	377.9191	0.5122	235.2802	0.27319697	0.5869682	0.6727	False
11	11400	0.2113	1.1477	401.1851	0.4832	234.9644	0.2727695	0.5770222	1.0826	False
11	11500	3.2124	1.1461	344.2025	0.5577	235.1563	0.2728927	0.5942366	0.6366	False
11	11600	3.2135	1.1688	328.6851	0.5866	234.8732	0.27317882	0.58785135	0.9369	False
11	11700	3.233	1.1487	374.5866	0.6594	235.2939	0.27312908	0.59084356	0.7923	False
11	11800	3.2137	1.1483	367.3086	0.5423	235.0628	0.2730437	0.59058124	0.8014	False
11	11900	3.2122	1.1444	368.3764	0.7655	234.7729	0.2736223	0.5913613	1.3043	False
11	12000	3.2112	1.1486	348.9348	0.6971	234.86	0.27321813	0.5881599	0.9017	False
11	12100	3.2141	1.2055	380.1846	0.6405	234.8693	0.27320427	0.58330476	0.9355	False
11	12200	3.2694	1.1469	331.9433	0.6555	234.8533	0.2734683	0.59417725	1.021	False
11	12300	3.2119	1.1484	349.4018	0.4937	234.7543	0.27356568	0.59397995	0.9752	False
11	12400	3.2165	1.2246	343.3975	0.5712	234.9021	0.27304327	0.57805777	0.7865	False
12	12500	1.5406	1.1467	400.6633	0.626	234.807	0.27335727	0.5876759	0.8793	False
12	12600	3.2129	1.1968	356.7819	0.6663	235.0503	0.27346	0.5860028	0.9501	False
12	12700	3.2633	1.1531	328.1104	0.751	235.3886	0.273053	0.58129084	0.8667	False
12	12800	3.2175	1.1439	356.9062	0.8305	234.8227	0.27371308	0.5933944	0.8304	True
12	12900	3.2389	1.1604	361.3673	0.5729	234.9086	0.27334943	0.5895184	0.8137	False
12	13000	3.2541	1.1636	380.3388	0.7504	234.9073	0.27337915	0.58222914	0.8811	False
12	13100	3.2848	1.151	355.3099	0.6308	235.746	0.27299827	0.5927081	0.962	False
12	13200	3.2247	1.1478	333.5272	0.8373	234.9664	0.27322552	0.5885789	0.7974	False
12	13300	3.217	1.1601	330.1567	0.6562	234.9514	0.27308708	0.5826788	0.985	False
12	13400	3.2254	1.1747	371.5891	0.3815	234.7225	0.27386913	0.58452606	1.0693	False
13	13500	0.7907	1.1522	374.2759	0.4744	234.7251	0.27370882	0.5932642	0.6758	True
13	13600	3.2263	1.1452	371.007	0.5258	234.8494	0.27342424	0.58627725	0.9793	False
13	13700	3.2113	1.1481	401.5463	0.4958	234.876	0.27382246	0.57990503	1.1604	False
13	13800	3.2153	1.1456	338.0394	0.7708	234.8074	0.2732218	0.576558	1.2657	False
13	13900	3.2112	1.1801	298.4137	0.8221	234.9139	0.27298555	0.5842918	1.0437	False
13	14000	3.246	1.146	357.4208	0.4739	234.6395	0.2736969	0.5834036	0.9725	False
13	14100	3.212	1.1454	377.3744	0.8852	234.6231	0.27391553	0.58737445	1.272	False
13	14200	3.2114	1.1448	409.7885	0.7147	234.9102	0.27371058	0.58109957	0.8423	False
13	14300	3.2115	1.1471	333.1124	0.7428	235.042	0.27344254	0.5893156	0.7538	False
13	14400	3.214	1.147	358.9364	0.6999	234.8773	0.27400175	0.5939973	0.972	False
13	14500	3.2125	1.1467	358.8633	0.4481	234.7692	0.27394456	0.5898613	1.0482	False
14	14600	2.1145	1.1621	300.3364	0.8746	234.8543	0.27356535	0.58369267	1.1781	False
14	14700	3.2283	1.1648	342.6631	0.651	234.827	0.27345085	0.5734386	0.8155	False
14	14800	3.2302	1.1458	369.9669	1.2557	235.2616	0.2730648	0.5880606	0.7914	False
14	14900	3.2122	1.1443	347.2024	0.4794	234.7256	0.27398118	0.58808166	0.9322	False
14	15000	3.2108	1.1499	344.1235	0.7689	234.6831	0.2740639	0.5868041	1.1606	False
14	15100	3.2306	1.8429	340.6126	0.6225	234.715	0.2744238	0.5904865	0.8662	False
14	15200	3.9286	1.149	334.0615	0.6062	234.6662	0.2741102	0.5902773	0.9728	False
14	15300	3.2149	1.1439	301.3467	0.6458	234.7055	0.2738435	0.5880454	0.783	False
14	15400	3.2084	1.1679	351.0045	0.75	234.7955	0.2736175	0.5816591	0.8669	False
14	15500	3.2357	1.1941	322.1791	0.6633	234.7836	0.2738325	0.58467454	1.1508	False
15	15600	1.3689	1.1481	348.9688	0.9132	234.6912	0.27370846	0.5879425	1.5185	False
15	15700	3.2153	1.1973	312.6419	1.1242	234.7204	0.27380133	0.5923953	0.7523	False
15	15800	3.2648	1.182	358.7829	0.5034	234.5878	0.27404022	0.5880468	1.1497	False
15	15900	3.2498	1.1746	364.0704	0.4302	234.7233	0.27400148	0.58069515	1.2848	False
15	16000	3.2405	1.148	312.6656	0.5243	234.7453	0.2740329	0.57961255	0.8284	False
15	16100	3.23	1.1478	302.8537	0.5396	234.5757	0.27412808	0.5850137	0.6831	True
15	16200	3.2249	1.1456	310.9185	0.9499	234.5855	0.27419436	0.5875665	1.3112	False
15	16300	3.2118	1.184	328.4253	0.741	234.6893	0.2741233	0.5956951	0.8714	False
15	16400	3.2499	1.1475	366.364	0.8009	234.7026	0.27402076	0.58568084	0.9942	False
15	16500	3.2127	1.1465	393.6639	0.9308	234.8244	0.2741201	0.5893865	0.6877	False
16	16600	0.6273	1.1662	348.8427	0.5502	235.0128	0.27366564	0.58910394	1.0656	False
16	16700	3.232	1.1655	331.6573	0.9871	235.219	0.273991	0.59656966	0.9491	False
16	16800	3.2308	1.1522	370.5344	0.5738	234.6192	0.27406085	0.59087026	0.9296	False
16	16900	3.2182	1.145	390.3633	0.5646	234.9738	0.27330834	0.58933294	0.591	False
16	17000	3.2124	1.1558	349.3581	0.5717	234.6668	0.2738694	0.5809501	1.1142	False
16	17100	3.2228	1.1706	431.1572	0.7793	234.9367	0.2742307	0.593155	0.9066	False
16	17200	3.2368	1.146	398.8569	0.6262	234.6367	0.27398503	0.59389174	1.2397	False
16	17300	3.2124	1.1461	327.7388	0.5657	234.7352	0.2739876	0.5894086	1.5376	False
16	17400	3.2132	1.1775	345.7839	0.5937	234.6756	0.27386302	0.5972904	1.04	False
16	17500	3.2482	1.1441	386.9786	0.7515	234.6221	0.27415273	0.5891372	0.8207	False
16	17600	3.2144	1.1436	343.1024	0.5918	234.6906	0.27384818	0.5810304	1.0235	False
17	17700	1.9501	1.1588	399.9097	0.4257	235.0853	0.27433485	0.59125155	0.8265	False
17	17800	3.2268	1.1689	358.3488	0.6677	234.4746	0.2745088	0.5938971	0.8769	False
17	17900	3.2341	1.1498	344.8533	0.4038	234.6364	0.27444053	0.5862515	0.8545	False
17	18000	3.2155	1.1443	342.3197	0.5113	234.5801	0.27436212	0.59225535	0.7068	False
17	18100	3.2104	1.2556	371.481	0.9521	234.599	0.27439097	0.5953233	1.0023	False
17	18200	3.3236	1.1763	330.2677	0.6386	234.4915	0.27442923	0.586811	1.0068	False
17	18300	3.2424	1.144	397.6762	0.5852	234.5986	0.2741102	0.58830357	0.8863	False
17	18400	3.21	1.1439	317.6736	0.5049	234.6421	0.2743935	0.5957565	0.9056	False
17	18500	3.2091	1.1442	338.8055	0.5073	234.7048	0.27386296	0.5822437	1.1588	False
17	18600	3.2111	1.1461	352.5712	0.5286	234.7314	0.27438083	0.58667135	1.1352	False
18	18700	1.2067	1.1726	343.2882	0.6527	234.5031	0.27447674	0.5876008	0.9652	False
18	18800	3.2377	1.1453	373.9098	0.4651	234.5761	0.27432743	0.59465003	1.6588	False
18	18900	3.2111	1.1486	386.8857	0.6094	235.1326	0.2740762	0.59862363	0.5977	False
18	19000	3.2146	1.1475	349.3536	0.6709	234.5795	0.2747934	0.5956626	1.0467	False
18	19100	3.2125	1.1499	329.5145	0.6891	234.6469	0.2746094	0.58522487	1.4279	False
18	19200	3.2182	1.1452	351.0815	0.7895	234.5351	0.27430457	0.5861265	1.0466	False
18	19300	3.2113	1.1578	310.4251	0.5902	234.5515	0.27423716	0.589277	0.929	False
18	19400	3.2227	1.161	322.1064	0.5708	234.5676	0.2741848	0.5865798	0.7786	False
18	19500	3.2863	1.146	342.8102	0.6543	234.6558	0.27407208	0.58927405	0.884	False
18	19600	3.2104	1.1487	369.4611	0.6352	234.609	0.27429017	0.5914646	0.8289	False
19	19700	0.4595	1.149	401.3	0.3964	234.653	0.27368945	0.58690375	1.2372	False
19	19800	3.2147	1.1444	307.5394	0.7202	234.5663	0.2741696	0.58740675	0.9888	False
19	19900	3.2103	1.1451	347.0709	0.6323	234.8128	0.27397394	0.5795907	1.0765	False
19	20000	3.2121	1.1489	341.8681	0.494	234.7714	0.273932	0.5900458	0.8943	False
19	20100	3.2151	1.1746	396.5356	0.3978	234.5174	0.27436024	0.59323514	0.9232	False
19	20200	3.2393	1.1455	337.4655	0.5977	234.5688	0.27430117	0.5873469	1.2522	False
19	20300	3.2118	1.1555	338.8712	0.4923	234.6056	0.2738961	0.5909029	1.097	False
19	20400	3.2239	1.1656	408.4104	0.3142	234.6017	0.27430618	0.58775926	1.0698	False
19	20500	3.2306	1.1463	394.0421	0.4565	234.6296	0.27434468	0.58251345	1.5295	False
19	20600	3.2124	1.1568	316.5699	0.5517	234.4995	0.2746085	0.58956766	1.2725	False
19	20700	3.225	1.1638	351.0844	0.5604	234.4724	0.27463815	0.6006586	1.2081	False
20	20800	1.7828	1.146	374.4402	0.5673	234.6001	0.2742013	0.5891429	0.8935	False
20	20900	3.2122	1.1589	345.6971	0.7554	234.5534	0.2747587	0.5963137	1.0658	False
20	21000	3.2273	1.1676	361.2867	0.6962	234.5374	0.2745948	0.5943556	0.971	False
20	21100	3.2331	1.1444	402.0029	0.4984	234.5005	0.274467	0.5971894	1.2086	False
20	21200	3.2115	1.1481	378.6385	0.7553	234.5359	0.27452585	0.59610635	1.2649	False
20	21300	3.2155	1.196	429.2714	0.5263	234.6849	0.27441043	0.59367585	1.0143	False
20	21400	3.2629	1.1519	359.7611	0.4968	234.7643	0.27422923	0.5970398	1.183	False
20	21500	3.2184	1.1453	404.6777	0.5421	234.6416	0.27419618	0.5876069	0.83	False
20	21600	3.2108	1.146	367.2034	0.6576	234.6199	0.2744578	0.5812382	1.0669	False
20	21700	3.2122	1.159	357.7071	0.4443	234.4816	0.2744378	0.5928099	0.8708	False
