Training Chroms:  ['chr2', 'chr3', 'chr4', 'chr5', 'chr6', 'chr7', 'chr9', 'chr11', 'chr12', 'chr13', 'chr14', 'chr15', 'chr16', 'chr17', 'chr18', 'chr19', 'chr20', 'chr21', 'chr22', 'chrX']
Vaidation Chroms:  ['chr8', 'chr10'] 


41459 peaks and 42560 negatives extracted.
Sampling ratios are 1:0.0974 peaks:negatives after accounting for # examples in each.


Training Set Size:  84019
Validation Set Size:  4634 

Warning: BPNet and ChromBPNet models trained using bpnet-lite may underperform those trained using the official repositories. See the GitHub README for further documentation.
Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
9	12800	2.8361	0.6346	313.0784	0.8402	243.79	0.27996135	0.60188293	0.6383	True
9	12900	2.773	0.6186	383.6863	0.5593	243.5904	0.2809766	0.6076083	0.8053	True
9	13000	2.7427	0.6172	311.6644	1.2516	243.8023	0.28067198	0.59398174	1.5953	False
9	13100	2.7647	0.6262	391.3949	0.5396	243.8679	0.28076977	0.6128824	0.9089	False
10	13200	1.6278	0.6305	304.9277	0.9241	243.7794	0.28085703	0.61086726	1.0923	False
10	13300	2.785	0.6324	374.9594	0.5975	243.7109	0.28055602	0.60705054	1.1184	False
10	13400	2.7634	0.607	323.4899	0.7857	243.501	0.2810818	0.6052525	1.1577	False
10	13500	2.7171	0.6409	360.0375	0.3914	243.5474	0.281112	0.61084807	1.1083	False
10	13600	2.8845	0.6744	410.354	0.7403	243.571	0.28110692	0.6159341	0.7929	True
10	13700	2.9413	0.6941	373.3577	0.4503	243.5965	0.28105855	0.6032939	1.3596	False
10	13800	2.8171	0.933	330.7876	0.5361	243.5468	0.28107378	0.6073851	1.2257	False
10	13900	3.079	0.6381	303.981	0.9782	243.6514	0.28078985	0.5960543	1.0229	False
10	14000	2.757	0.6243	323.6488	0.4876	243.5014	0.2809772	0.6151278	0.8735	False
10	14100	2.7428	0.6215	396.4269	0.3849	243.6638	0.2808577	0.6124978	0.952	False
10	14200	2.741	0.6163	327.8493	0.6892	243.5595	0.28143346	0.61132145	1.0736	False
10	14300	2.7773	0.6388	386.3907	0.6923	244.0357	0.28112298	0.610566	0.8818	False
10	14400	2.7585	0.6301	297.4726	0.8078	243.7667	0.28044456	0.60294366	0.9892	False
11	14500	1.4526	0.6352	364.3612	0.5023	243.9437	0.28091317	0.6111909	0.7423	False
11	14600	2.7577	0.648	332.5333	0.6285	243.3843	0.28157392	0.60817146	1.0896	False
11	14700	2.8123	0.6755	321.0737	0.5228	243.4597	0.2814398	0.6055953	1.4077	False
11	14800	2.8301	0.6658	353.4604	0.5107	243.5483	0.28121942	0.59676576	0.8715	False
11	14900	2.7819	0.6258	338.4463	0.8216	243.5927	0.28092745	0.6049508	1.0587	False
11	15000	2.7429	0.6403	357.9539	0.6217	243.5716	0.2812306	0.6045592	1.1678	False
11	15100	2.7591	0.6263	344.7681	0.8548	243.496	0.2813765	0.6072095	0.9876	False
11	15200	2.7587	0.6349	344.4695	0.4934	243.5804	0.2808557	0.5993421	1.3032	False
11	15300	2.7532	0.6347	350.9121	0.631	243.448	0.2815044	0.60547805	0.8869	True
11	15400	2.7693	0.64	346.5211	0.5052	244.0094	0.28148058	0.6095205	0.8513	False
11	15500	2.7554	0.632	336.6218	0.602	243.4875	0.28131282	0.62730324	0.7286	True
11	15600	2.8201	0.6363	363.6769	0.5187	243.4826	0.2811235	0.6083902	0.9151	False
11	15700	2.7534	0.6354	405.9014	0.319	243.407	0.2814423	0.6140823	1.1043	False
12	15800	1.0676	0.6497	330.4377	0.4901	243.513	0.28141034	0.62108225	0.8318	False
12	15900	2.7662	0.6246	353.313	0.5326	243.5881	0.28084219	0.5947095	0.9663	False
12	16000	2.7434	0.6165	330.2358	0.9817	243.4154	0.2814864	0.60939777	1.0866	False
12	16100	2.7376	0.6291	398.6794	0.5222	243.5284	0.28144357	0.61016184	1.0189	False
12	16200	2.7443	0.6174	336.0465	0.7076	243.8043	0.2808547	0.6052749	0.8971	False
12	16300	2.8127	0.628	363.72	0.5476	243.8167	0.28072882	0.5980834	0.8397	False
12	16400	2.75	0.6354	338.0401	0.5488	243.4374	0.2815104	0.61146563	1.1418	False
12	16500	2.7857	0.6496	346.3527	0.4895	243.5503	0.28130856	0.6046246	0.9293	False
12	16600	2.7645	0.6429	369.9916	0.502	243.6174	0.2816751	0.6090355	0.965	False
12	16700	2.7533	0.8043	340.6929	0.3554	243.5862	0.2808467	0.60966563	0.722	False
12	16800	2.9127	0.6293	333.0419	0.553	243.8905	0.28122434	0.605145	0.9861	False
12	16900	2.7444	0.6217	331.1912	0.5539	243.416	0.2815996	0.60616505	1.069	False
12	17000	2.7797	0.6289	363.3515	0.6284	243.77	0.28044882	0.6122366	0.7186	False
13	17100	0.7991	0.6651	353.5585	0.6354	243.561	0.28157172	0.6051922	1.3177	False
13	17200	2.8745	0.6226	322.7325	0.8699	243.388	0.28148836	0.6079414	1.0261	False
13	17300	2.7413	0.6755	356.8391	0.6836	243.392	0.28163856	0.6142725	1.0716	False
13	17400	2.7996	0.6384	351.4542	0.5295	243.4929	0.28143072	0.60903883	1.0611	False
13	17500	2.7625	0.688	388.2681	0.6469	243.4091	0.2816313	0.5948023	1.1004	False
13	17600	2.8078	0.6219	328.2819	0.6544	243.519	0.28118274	0.6138451	0.7486	False
13	17700	2.7388	0.6569	348.7506	0.3706	243.502	0.28156826	0.60481286	0.8515	False
13	17800	2.8019	0.7223	332.887	0.5789	243.6106	0.28101984	0.60723335	0.9314	False
13	17900	2.8503	0.6475	328.3491	0.716	243.5131	0.2811486	0.605308	1.1287	False
13	18000	2.7754	0.6342	340.395	0.5862	243.4238	0.28161135	0.59813035	1.2871	False
13	18100	2.7603	0.6203	344.8488	0.4762	243.7519	0.28092515	0.59404254	1.4419	False
13	18200	2.737	0.6183	362.522	0.6068	243.4295	0.2814289	0.60127175	1.272	False
13	18300	2.7417	0.6166	370.0073	0.8321	243.4443	0.2814021	0.6097902	0.8019	False
14	18400	0.5145	0.6188	363.1891	0.6536	243.2923	0.28196764	0.612333	1.2435	False
14	18500	2.7396	0.6362	367.9727	0.3785	243.6253	0.28135592	0.6019063	0.8651	False
14	18600	2.7686	0.6175	334.5633	0.4118	243.605	0.28128165	0.60744977	0.786	False
14	18700	2.7416	0.631	320.7788	0.8357	243.8344	0.28193274	0.60871434	1.0582	False
14	18800	2.7462	0.6411	346.0244	0.647	243.5377	0.28129867	0.6014888	1.0989	False
14	18900	2.7538	0.6271	310.3464	0.5394	243.4362	0.28156987	0.61493534	0.7916	False
14	19000	2.781	0.6279	334.4619	0.5764	243.4334	0.28181228	0.6004308	1.0497	False
14	19100	2.7471	0.6238	385.0056	0.4735	243.4787	0.28183806	0.61142576	1.1199	False
14	19200	2.7505	0.6311	391.8664	1.0613	243.3827	0.2815836	0.6127018	0.7428	True
14	19300	2.7918	0.63	347.6796	0.6292	243.3479	0.28170708	0.61084175	1.0356	False
14	19400	2.7502	0.6324	338.8522	0.346	243.4773	0.28160137	0.60954165	1.0605	False
14	19500	2.7551	0.631	379.71	0.4738	243.4301	0.2819592	0.61691236	1.0409	False
14	19600	2.7602	0.6158	373.6	0.6238	243.407	0.28168124	0.6121242	0.9632	False
15	19700	0.245	0.6501	328.4648	0.5985	243.5049	0.28144	0.61519456	0.892	False
15	19800	2.7659	0.6452	380.2397	0.7547	243.4829	0.28135145	0.6070554	0.757	False
15	19900	2.7568	0.6296	325.6098	0.7106	243.3316	0.2817157	0.59626615	1.07	False
15	20000	2.7535	0.6334	353.7838	0.7134	243.279	0.2817924	0.6108553	1.0995	False
15	20100	2.754	0.6232	357.0317	0.463	243.3103	0.281847	0.6176081	1.0138	False
15	20200	2.7449	0.6533	283.9491	0.6911	243.5641	0.28083	0.6220467	0.8913	False
15	20300	2.7742	0.637	340.4305	0.7992	243.5964	0.28103298	0.6048813	0.9173	False
15	20400	2.8203	0.6723	325.1764	0.6312	243.5527	0.28110215	0.6093998	0.7849	False
15	20500	2.7868	0.6184	339.7358	0.5125	243.3058	0.28186545	0.61003864	0.931	False
15	20600	2.7414	0.6268	355.9552	0.4503	243.363	0.2816764	0.6174277	0.8376	False
15	20700	2.9532	0.651	332.1061	0.6405	243.6176	0.28145638	0.6058109	0.9712	False
15	20800	2.7648	0.6327	355.7385	0.4674	243.35	0.2817061	0.6205195	1.1361	False
15	20900	2.7498	0.6503	391.474	0.522	243.5882	0.2812492	0.6095089	1.1282	False
15	21000	2.7784	0.6403	306.816	0.5786	243.3881	0.281593	0.6115509	0.9522	False
16	21100	2.0878	0.6195	301.8104	0.5992	243.3541	0.2815575	0.6010828	1.0886	False
16	21200	2.743	0.6269	282.6078	0.6431	243.7526	0.2813921	0.6026276	1.2781	False
16	21300	2.9456	0.9689	349.516	0.6899	244.3232	0.2815302	0.6150283	0.7952	False
16	21400	3.1144	0.6428	362.0767	0.4454	243.4235	0.28154713	0.61143094	1.0784	False
16	21500	2.7669	0.6641	349.2704	0.4228	243.4628	0.2813325	0.6125493	1.0338	False
16	21600	2.7836	0.6203	346.7507	0.8117	243.4346	0.2816155	0.6212733	1.1744	False
16	21700	2.7735	0.6611	363.8705	0.635	243.4327	0.28141755	0.6008419	1.3657	False
16	21800	2.7777	0.6179	322.2068	0.5336	243.6203	0.281003	0.5946592	1.1439	False
16	21900	2.7353	0.6156	409.9227	0.5631	243.3785	0.28179643	0.6121888	0.6881	True
16	22000	2.7325	0.6688	371.5798	0.5737	243.2958	0.28206095	0.6108583	1.4991	False
16	22100	2.7824	0.6257	307.8873	0.6229	243.5009	0.28153706	0.59418833	1.0081	False
16	22200	2.7263	0.6337	375.7239	0.383	243.4552	0.28165925	0.61413324	0.9064	False
16	22300	2.7433	0.6397	391.3044	0.3911	243.6422	0.28114498	0.60496795	0.9365	False
17	22400	1.8021	0.6218	373.2355	0.4773	243.5105	0.281681	0.61489177	0.8629	False
17	22500	2.7354	0.6184	333.4294	0.7854	243.425	0.2816864	0.60822904	1.0917	False
17	22600	2.7333	0.6227	313.9873	0.431	243.3715	0.2816531	0.61217886	1.2875	False
17	22700	2.7393	0.6458	404.6911	0.4252	243.7013	0.2816422	0.61343145	0.8916	False
17	22800	2.7657	0.6271	357.0723	0.7849	243.601	0.28135243	0.6060309	1.0298	False
17	22900	2.7512	0.6162	361.6212	0.7627	243.5344	0.28143054	0.61545825	1.1655	False
17	23000	2.7278	0.6638	295.9872	0.5603	243.7261	0.28109774	0.6053629	1.1077	False
17	23100	2.778	0.6257	351.315	0.5761	243.7005	0.2813526	0.6099025	1.0389	False
17	23200	2.7482	0.632	344.3605	0.7496	243.4131	0.281466	0.6070515	0.8401	False
17	23300	2.8015	0.6741	310.5378	0.5563	243.9458	0.28104424	0.5983795	1.1492	False
17	23400	2.9647	0.6333	351.7531	0.5175	243.4192	0.28155035	0.612315	0.8753	False
17	23500	2.7819	0.6211	413.954	0.557	243.367	0.28182027	0.60918355	1.2376	False
17	23600	2.7468	0.6582	380.59	0.3573	243.5424	0.28099176	0.60455036	0.9117	False
18	23700	1.5361	0.6549	338.6263	0.8649	243.5173	0.28092048	0.6075959	0.9392	False
18	23800	2.7677	0.634	322.2127	0.3652	243.5039	0.2812354	0.6031815	1.0205	False
18	23900	2.7682	0.6174	315.1819	0.5403	243.3857	0.2814348	0.6080175	1.1394	False
18	24000	2.7564	0.6146	325.7236	0.4974	243.5575	0.2811642	0.60611165	1.0557	False
18	24100	2.7335	0.6378	371.7578	0.4776	243.3936	0.28159705	0.61070085	1.1046	False
18	24200	2.7586	0.6239	387.4431	0.5292	243.5311	0.2810719	0.6059471	0.9633	False
18	24300	2.9423	0.6484	334.3768	0.4393	243.4003	0.28158894	0.6013453	1.1817	False
18	24400	2.8007	0.6359	397.2936	0.5695	243.4034	0.28128266	0.61704487	1.2411	False
18	24500	2.7529	0.6539	338.678	0.5662	243.437	0.28172454	0.6159884	0.8738	False
18	24600	2.7679	0.629	390.2647	0.523	243.4652	0.2817704	0.60015893	1.0064	False
18	24700	2.7763	0.6503	376.0995	0.6186	243.452	0.28151587	0.6099657	0.9782	False
18	24800	2.7706	0.63	369.072	0.5576	243.5576	0.2808923	0.6158125	0.8004	False
18	24900	2.7524	0.6213	282.8167	0.6847	243.3172	0.28195032	0.6077736	1.1508	False
19	25000	1.391	0.6474	395.2823	0.7176	243.4894	0.28154284	0.6128566	1.0508	False
19	25100	2.8469	0.663	333.4512	0.6689	243.4448	0.28143772	0.60947144	0.8889	False
19	25200	2.7775	0.6284	361.5396	0.619	243.4584	0.281513	0.6189377	0.8569	False
19	25300	2.7394	0.6271	402.2369	0.5174	243.6999	0.2812988	0.60987115	0.8527	False
19	25400	2.7403	0.6764	386.9463	0.4927	243.3978	0.28149104	0.607528	0.9346	False
19	25500	2.8645	0.6309	294.2637	0.527	243.4874	0.28102815	0.6096427	0.9239	False
19	25600	2.7501	0.6459	364.006	0.4599	243.4704	0.281482	0.6103624	1.0358	False
19	25700	2.7652	0.6213	338.6072	0.5599	243.5077	0.2812997	0.60129404	1.3815	False
19	25800	2.7543	0.6454	317.9321	0.5518	244.1938	0.28082466	0.60402447	1.0495	False
19	25900	2.7651	0.6191	351.0294	0.7555	243.6098	0.28139672	0.6220175	0.8368	False
19	26000	2.7359	0.6173	357.5175	0.6135	243.297	0.28193498	0.6122271	1.0665	False
19	26100	2.7354	0.6818	359.9366	0.6444	243.3531	0.28176138	0.6075898	1.1792	False
19	26200	2.8308	0.6304	335.1516	0.2988	243.4244	0.2814124	0.61747503	1.0338	False
20	26300	1.0033	0.6513	276.6683	0.6351	243.4544	0.2813055	0.61422896	0.9215	False
20	26400	2.8519	0.7159	358.4733	0.4475	243.7712	0.28124213	0.61944044	1.0904	False
20	26500	2.8285	0.6216	327.4666	0.3649	243.6902	0.28176245	0.6077391	1.173	False
20	26600	2.7397	0.6368	325.2477	0.7415	243.5149	0.28113565	0.6069763	1.0008	False
20	26700	2.7539	0.6199	328.1761	0.6729	243.5432	0.28110647	0.5996587	1.0597	False
20	26800	2.7362	0.6184	319.161	0.3921	243.4626	0.28163078	0.61507654	1.2386	False
20	26900	2.749	0.6355	335.3428	0.4373	243.5601	0.28128418	0.6054834	1.0676	False
20	27000	2.753	0.6201	349.5578	0.5766	243.5126	0.28119385	0.61602116	0.8327	False
20	27100	2.7329	0.6219	340.0035	0.6752	243.4014	0.28125533	0.60751045	1.3339	False
20	27200	2.8134	0.6462	370.0007	0.8433	243.5535	0.28143704	0.605975	1.2813	False
20	27300	2.7562	0.6283	305.3251	0.8197	243.5926	0.28144076	0.6128032	1.343	False
20	27400	2.7406	0.6226	310.2621	0.7226	243.8034	0.2808368	0.5941868	0.88	False
